tokenAddress,CollectionName,Symbol,TokenStandard,TotalSupply,AveragePriceRecent,FloorPriceRecent,RecentTradesCollected,ContractAddress,Chain
0xca7c484cbaa83900ab91b6aefa1de0478ba71eb7,Cece Cube,Cece,ERC721,,3.9e+16,1e+16,10.0,,
0x4ad4455ad5ef891695c221e8e683efa65fabede0,BullrunBabesToken,BRB,ERC721,,5453000000000000.0,2000000000000000.0,10.0,,
0xf1ef40f5aea5d1501c1b8bcd216cf305764fca40,Heroes of Evermore,HOE,ERC721,,100000000000000.0,100000000000000.0,10.0,,
0x01a6fa5769b13302e82f1385e18baef7e913d0a7,Cool Ape Club,CAC,ERC721,,1.45725e+16,7537500000000000.0,10.0,,
0x2dd3773401485fcff077a99e2f6a40c22ee6966e,MetaMansions,MM,ERC721,,2.19e+16,2.19e+16,10.0,,
0x9c0ffc9088abeb2ea220d642218874639229fa7a,Dogs Unchained,DOGU,ERC721,,6162000000000000.0,900000000000000.0,10.0,,
0x15cc16bfe6fac624247490aa29b6d632be549f00,AnonymiceBreeding,BABYMICE,ERC721,,5.23841e+16,2e+16,10.0,,
0x2f14f1b6c350c41801b2b7ba9445670d7e2ffc70,Goat Society,GS,ERC721,,3310000000000000.0,2000000000000000.0,10.0,,
0x2b6df7f8389e6ecf97a0f06b189349c409a24083,Sofa Maker,Sofa Maker,ERC721,,1.9735450000000004e+16,1.005e+16,10.0,,
0x63d48ed3f50aba950c17e37ca03356ccd6b6a280,Cozy Penguin,CZPG,ERC721,,2.022915e+16,5427000000000000.0,10.0,,
0x262f103bb7ab38c6e4dcd848586dfebe0bde2959,Monkes,MONKES,ERC721,,6593150000000000.0,988000000000000.0,10.0,,
0x51bb4c8bb4901d6aa061282cd7ed916eec715a29,egg,EGG,ERC721,,5.45093e+16,1.81e+16,10.0,,
0x89bd11d1fba7906464fa11f3086fe8ba1b5368a1,Nudie Community,NCN,ERC721,,2525000000000000.0,1000000000000000.0,10.0,,
0x0c734134d68adbc6eeeb7477f77409fdf7bc9dee,Sheet Fighter,SHEET,ERC721,,1.21021e+16,5929500000000000.0,10.0,,
0xf4121a2880c225f90dc3b3466226908c9cb2b085,Shonen Junk,SJ,ERC721,,3560600000000000.0,2010000000000000.0,10.0,,
0xec9c519d49856fd2f8133a0741b4dbe002ce211b,Bonsai,BNSI,ERC721,,1.067175e+16,3165000000000000.0,10.0,,
0x92aa4c9a4f54fe95d0e799687d1da12a7ebca538,IRL Psychedelics Anonymous Pass,PA,ERC721,,2059000000000000.0,100000000000000.0,10.0,,
0xba8cdaa1c4c294ad634ab3c6ee0fa82d0a019727,PolkaPets Base Set,PPBS,ERC1155,,2.672e+17,1.1e+17,10.0,,
0xecf7ef42b57ee37a959bf507183c5dd6bf182081,Josie,JOSIE,ERC721,,1.5125035e+18,4e+17,10.0,,
0x6d05064fe99e40f1c3464e7310a23ffaded56e20,AlphaBetty Doodles,ALPHABETTY,ERC721,,2472000000000000.0,310000000000000.0,10.0,,
0x329fa32f6520fb67bb3c1fc3a6909beb8239544c,COBI,COBI,ERC721,,9650000000000000.0,7700000000000000.0,10.0,,
0x34997f9c19465ec01b7ed2ab0e61e2a388702790,CryptoShack,SHACK,ERC721,,1.068e+16,7000000000000000.0,10.0,,
0xea917326e8a95299c02655fe947962c43a11487f,Artie,ARTIE,ERC721,,2505000000000000.0,2000000000000000.0,10.0,,
0xc71a0306a0a628c616dac42097bdc21ecdbc5d9d,Tennis Champs Genesis Series,CHAMPS,ERC721,,1.18885801e+16,1e+16,10.0,,
0xb5643598496b159263c67bd0d25728713f5aad04,YOLO,YOLO,ERC721,,6411000000000000.0,2010000000000000.0,10.0,,
0x3a3fba79302144f06f49ffde69ce4b7f6ad4dd3d,SuperBunnies,SB,ERC721,,1.379345e+16,4000000000000000.0,10.0,,
0x4c69dbc3a2aa3476c3f7a1227ab70950db1f4858,10K World Cup,10K World Cup,ERC721,,1.644e+16,4400000000000000.0,10.0,,
0xe26f2c3547123b5fdae0bfd52419d71bdfb0c4ef,Dreamlands,DREAM,ERC721,,5033600000000000.0,1000000000000000.0,10.0,,
0xe2fcfbd86e386857a97e0833c888f35405c3cdd7,ApuApustajas,APU,ERC721,,1.475488e+17,1.21e+17,10.0,,
0x5b29d4c6de73fa99ea53172689b7f62c99408e8d,GenX by HOK,GenX,ERC721,,510000000000000.0,400000000000000.0,10.0,,
0x4721d66937b16274fac603509e9d61c5372ff220,FastFoodFrens,FFF,ERC721,,3161100000001000.0,10000.0,10.0,,
0x988a3e9834f1a4977e6f727e18ea167089349ba2,Animoon,ANI ,ERC721,,1.01586e+16,1900000000000000.0,10.0,,
0xe3c783d9647d72f7f13ace64892630e7e33bc968,FF6000,FF6000,ERC721,,3132700000000000.0,2010000000000000.0,10.0,,
0x5f076e995290f3f9aea85fdd06d8fae118f2b75c,Utopia,UTOPIA,ERC721,,2.071305e+16,7839000000000000.0,10.0,,
0xabb3738f04dc2ec20f4ae4462c3d069d02ae045b,KnownOriginDigitalAsset,KODA,ERC721,,6554200000000000.0,1000000000000000.0,10.0,,
0xccb9d89e0f77df3618eec9f6bf899be3b5561a89,Remember Me,MEMORY,ERC721,,4.50051e+18,1000000000000000.0,10.0,,
0x7614632d063fb1f335b36c612f8dfc52e5c62420,HoshiboshiAries,HoshiboshiAries,ERC721,,1.60489e+16,2121000000000000.0,10.0,,
0x3d7f0f28e1d42082e3de70ec4c9d1d59a07affb9,Plot,PLOT,ERC721,,9274300000000000.0,2743000000000000.0,10.0,,
0x1fb50495005ab3ccaf22c5049072d4af5de4a1e7,LordSocietyNFT,LORDNFT,ERC721,,1.4585e+16,300000000000000.0,10.0,,
0xa98b29a8f5a247802149c268ecf860b8308b7291,ThorGuards,THORGUARDS,ERC721,,6.211725e+16,4.02e+16,10.0,,
0x9d9ae1ad49be9b085fef04b9c835d484a6d099e3,Proof of Narnian NFT,NARN,ERC721,,3.955999e+17,3.7e+17,10.0,,
0x77654e7e579b3c817a3672c1c66c050058b92b85,TCG World Dragons,TCGD,ERC721,,1.0105e+17,7.97e+16,10.0,,
0x8c714199d2ea08cc1f1f39a60f5cd02ad260a1e3,House Of Legends,HOL,ERC721,,3228000000000000.0,1000000000000000.0,10.0,,
0xbd9071b63f25dd199079ed80b3b384d78042956b,GRILLZ GANG,GRILLZ,ERC721,,5.03375e+16,3.32655e+16,10.0,,
0xa351b769a01b445c04aa1b8e6275e03ec05c1e75,Ethernal Elves,ELV,ERC721,,6142600000000000.0,2000000000000000.0,10.0,,
0x490571e17d12334eb61eac154251de2ea16f9213,,,ERC1155,,1.893e+16,4900000000000000.0,10.0,,
0x1685133a98e1d4fc1fe8e25b7493d186c37b6b24,KaijuKingz,KAIJU,ERC721,,1.399222e+17,2.46e+16,10.0,,
0x9d8826881a2beab386a7858e59c228a85b3963e1,GenesisBloodshedBears,GBSB,ERC721,,5310000000000000.0,100000000000000.0,10.0,,
0x67ce4afa08ebf2d6d1f31737cc5d54ff116205e9,CyberV,CyberV,ERC721,,2.8271306e+16,2.70947e+16,10.0,,
0x71d1e9741da1e25ffd377be56d133359492b9c3b,Seedworld Vanguards,Seedworld Vanguards,ERC721,,8.64856e+16,5.04e+16,10.0,,
0xb12f78434ae7d12ae548c51a5cb734ecc4536594,sLoot,SLOOT,ERC721,,180410000000000.0,100000000000.0,10.0,,
0x65c5493e6d4d7bf2da414571eb87ed547eb0abed,Yeti Town,YT,ERC721,,8840000000000000.0,100000000000000.0,10.0,,
0xdaa5f6cd0d1ae382a67e8a9b1ddff08685e443bc,Fusion,FSN,ERC721,,1.255425e+17,3.015e+16,10.0,,
0x26eeb71350d60466ab18c8cbac1ea2d58c39c140,Alfa Card,ALFA,ERC721,,6750000000000000.0,1800000000000000.0,10.0,,
0x06fd3999fa72163c6f21f649587e6b6d670cdc8b,sunnies,SUNNIES,ERC721,,3190250000000000.0,1800000000000000.0,10.0,,
0xde17efac631d766e509c8bb77fc9811b4a3c0750,ZombieCats,ZOMCATS,ERC721,,1440100000000000.0,0.0,10.0,,
0xb70ed4161cf1cbfe329ecbc412ec3abeb86fd569,PunkVM,PVM,ERC721,,3206800000000000.0,999000000000000.0,10.0,,
0xb16dfd9aaaf874fcb1db8a296375577c1baa6f21,Nyolings,NYOLINGS,ERC721,,9771050000000000.0,2110500000000000.0,10.0,,
0xc04b88562d10057e06b3992bb01288ab835f6522,Golden Token | Incomplete Control,GTIC,ERC721,,8.7942e+19,6.942e+19,10.0,,
0x20ed6cdf9344b3a187063a3ff4d883b6b1947b81,Lyrical Lemonade,LYRICAL,ERC721,,1.26313442e+17,1e+16,10.0,,
0x74bb71a4210e33256885def483fd4227b7f9d88f,Fomoverse,FOMO,ERC721,,1.37870963e+17,1.2e+17,10.0,,
0x497b54355043e7a0d06bf5e3c20cecf859fcc0a8,VIVID,VIVID,ERC721,,2400000000000000.0,2200000000000000.0,10.0,,
0x667d28ca8a8f4391fe13c92d36e60c7615d2f8db,CosmicBloom,CSBL,ERC721,,1.047075e+17,3.5175e+16,10.0,,
0x0eff88e66eb717f8f7e0701345f1cc119b487f86,Fortune Friends Club,FFC,ERC721,,1.8987e+17,1900000000000000.0,10.0,,
0x60eb332bd4a0e2a9eeb3212cfdd6ef03ce4cb3b5,dotbit: Web3 Identity,DOTBIT,ERC721,,2.5561e+16,0.0,10.0,,
0x06b3fcc9e79d724a08012f0b9f71bd03b415d334,Never Fear Truth,JDNFT,ERC721,,2.84759e+16,2.02005e+16,10.0,,
0x0974e6c435c18ddfbbc1f500ede24f99c3cf07f2,The Royal Cubs,TRC,ERC721,,1.765e+16,2100000000000000.0,10.0,,
0xa6794dec66df7d8b69752956df1b28ca93f77cd7,Savage Droids,SD888,ERC721,,7.0231e+17,200000000000000.0,10.0,,
0xa5b6109ad2d35191b3bc32c00e4526be56fe321f,,,ERC721,,2.9564e+18,5e+16,10.0,,
0x98ce7effebd16f58c7dd48fe842316cd1ca0be4b,The Rebels,RBLS,ERC721,,1194200000000000.0,10000000000000.0,10.0,,
0xda7e6010618cf782280dd7eb107fd57c27d13035,GEN1 Pass Holders,GEN1PASS,ERC721,,1.0617088000411952e+17,999000000000000.0,10.0,,
0x1de7abda2d73a01aa8dca505bdcb773841211daf,Sports Rollbots,SPORTSBOT,ERC721,,8.1685e+17,2.325e+17,10.0,,
0x0cefc093a5b3964f3230d7de8dc07e3b531c48fc,Webverse,WBVS,ERC721,,1.496125e+16,7537500000000000.0,10.0,,
0x1aaba8552d4e2fbfc99bc86f31f28788c7dc1218,KOKODI,KKD,ERC721,,1.623805e+16,1.25625e+16,10.0,,
0xddf65c5f5e1656125feb6a856f77f3d1524840e7,AotuNFT,AOTU,ERC721,,3290000000000000.0,1500000000000000.0,10.0,,
0x8ce578bad214d59aefafb49bd20408e81271796f,BoringPunks,BPUNK,ERC721,,3987550000000000.0,1909500000000000.0,10.0,,
0x05c53cab431f02d159858b8564265c87bce9d4ac,Mr.Rich,Mr.Rich,ERC721,,2.38e+17,1.5e+16,10.0,,
0xb283dbacecd75594b66039a341a48db2d85fa37a,Iron Paw Gang,IPG,ERC721,,1.546862e+16,1.17858e+16,10.0,,
0xa5bb28eecc6134f89745e34ec6ab5d5bcb16dad7,Cheers UP Period,CUP,ERC721,,7.592e+16,5000000000000000.0,10.0,,
0x15533781a650f0c34f587cdb60965cdfd16ff624,BlockchainBikers,BIKERS,ERC721,,4640000000000000.0,2900000000000000.0,10.0,,
0xf7a6e15dfd5cdd9ef12711bd757a9b6021abf643,,,,,,,,,
0xc7457f480416e145093edb355f626faa0fc7f90e,Tripsters,TRIPSTERS,ERC721,,3510000000000000.0,2000000000000000.0,10.0,,
0x1f8483664620ff1278f4c1b0d11e4d7daa11a035,,,ERC1155,,1.20965e+16,1000000000000000.0,10.0,,
0xa99ab5a1320f6d98287b6b5c51dec1c9cdd015c6,InfinityGenesis,InfinityGenesis,ERC721,,,,0.0,,
0x3bfb2f2b61be8f2f147f5f53a906af00c263d9b3,2049 // Reflections,FREYSA,ERC721,,8.001035e+16,6.3516e+16,10.0,,
0x98c7fa114b2fe921ba97f628e9dcb72890491721,EtherPOAP OG,EPO,ERC721,,1.6646279998631718e+16,4800000000000000.0,10.0,,
0xb8be3baea710c42b1fee566f1086b169b726f4a8,LOOK LABS 420 Game Key,GK,ERC721,,3679000000000000.0,100000000000000.0,10.0,,
0x9b091d2e0bb88ace4fe8f0fab87b93d8ba932ec4,Neo Tokyo Outer Citizen,NTOCTZN,ERC721,,9.5335e+17,2.05e+16,10.0,,
0xd629fe374143b60ff4b0decb81673ee85a977d17,ape mfer,apemfer,ERC721,,3454200000000000.0,242000000000000.0,10.0,,
0x19d84b2a4b21910339af097a1bddb48682d6f47d,Dead Army Skeleton Klub,DASK,ERC721,,3287080000000000.0,2010000000000000.0,10.0,,
0xd43529990f3fba41affd66c4a8ab6c1b7292d9dc,Golden Token: New York,GTNY,ERC721,,1.386e+18,1e+16,10.0,,
0xd4416b13d2b3a9abae7acd5d6c2bbdbe25686401,NameWrapper,,ERC1155,,80200000000000.0,78000000000000.0,10.0,,
0x246e29ef6987637e48e7509f91521ce64eb8c831,Cat Bricks Clubhouse,CATBRICK,ERC721,,1.431e+16,100000000000000.0,10.0,,
0xbc37ee54f066e79c23389c55925f877f79f3cb84,Seeing Signs,$IGN,ERC721,,1.5881695e+17,9.2862e+16,10.0,,
0x6e4c6d9b0930073e958abd2aba516b885260b8ff,Influence Asteroids,INFA,ERC721,,8648250000000000.0,2000000000000000.0,10.0,,
0x81d6a3c844a9fb452ed069e9fc16cf37f137a58e,Ether Avatar,ETHR,ERC721,,1.1906345e+16,8400000000000000.0,10.0,,
0xe169c2ed585e62b1d32615bf2591093a629549b6,NounPunks,NP,ERC721,,2491000000000000.0,1490000000000000.0,10.0,,
0x00ea2894fe840f105ab99a8f8f75b1f17e94843a,Drug Receipts,DRx,ERC721,,9117900000000000.0,2000000000000000.0,10.0,,
0x163a7af239b409e79a32fc6b437fda51dd8fa5f0,RoaringLeaders,ROAR,ERC721,,1.23987e+16,3800000000000000.0,10.0,,
0x96c7138c5ed741e5c923470bd27b8272fa3c717f,AI Rein,AR,ERC721,,100000000000000.0,100000000000000.0,10.0,,
0xf8b0a49da21e6381f1cd3cf43445800abe852179,CryptoFlyz,FLYZ,ERC721,,8224200000000000.0,2010000000000000.0,10.0,,
0x211838a8a587b02de8a02a6edafbfd7277c317d4,IDZ,IDZ,ERC1155,,1.43e+16,4000000000000000.0,10.0,,
0x4e34ec528a663194f4dfe40641e8a3a98abb6e84,Legends of Venari Alpha Pass,LVP,ERC721,,7.350665e+16,2100000000000000.0,10.0,,
0x3cd859effbb3375acde3e2941c7e8e833221dfb1,Imps,IMP,ERC721,,2120000000000000.0,2100000000000000.0,10.0,,
0x9d20cff2db7e1c23c3fc6ef000ea0f36b428e3f5,HALO NFT,HALO,ERC721,,9717500000000000.0,3900000000000000.0,10.0,,
0xbee7cb80dfd21a9eaae714208f361601f68eb746,Women Unite - 10k Assemble,WU10K,ERC721,,1.3280364e+17,2.5125e+16,10.0,,
0x5078981549a1cc18673eb76fb47468f546aadc51,feetpix,FEET,ERC721,,8011600000000000.0,2211000000000000.0,10.0,,
0xe31125ba759377a1dd6197db94d698079ece11b2,Little Tinas Fantasy,Little Tina's Fantasy,ERC721,,8430709997131688.0,1700000000000000.0,10.0,,
0xb336ae11e840e8d38d1453fd3d876cf4797f6716,MetaSniper,MS,ERC721,,6295680004209970.0,99000000000000.0,10.0,,
0x8dc7b6ec6fafa36085ee9ec8e39112428d3360aa,SneakerHeads,SNKH,ERC721,,1.61538e+16,1.33e+16,10.0,,
0xe47e5dcde8e14e874d2711e786bb34ae6980bef8,Meta Monopoly NFT,MMNFT,ERC721,,7.751019e+16,1.94e+16,10.0,,
0xaa3fdc4a0700b82c9aa80655624d32701dc92946,Joker Charlie Club Genesis,JCCGENESIS,ERC721,,1.182645e+18,2.02e+16,10.0,,
0x0b1d6565d88f9bf6473e21c2ab58d28a495d7bb5,Metacraft Season Pass 2022,MC2022,ERC721,,1.901241e+18,10000000000000.0,10.0,,
0x0ee80069c9b4993882fe0b3fc256260eff385982,LonelyPop,LP,ERC721,,2922000000000000.0,1000000000000000.0,10.0,,
0xa64c5ec80784675bf289a4722a2eca180212f9db,Wicked Hounds,WKDHND,ERC721,,2083000000000000.0,900000000000000.0,10.0,,
0xd0fabbba5fd95411a07bb2fdcf31295639376937,Cel Mates Crime Reports,CRIMES,ERC721,,1.0606802e+17,6.94e+16,10.0,,
0x52607cb9c342821ea41ad265b9bb6a23bea49468,Flowtys,FLOWTY,ERC721,,1612050000000000.0,1200000000000000.0,10.0,,
0x7ad05c1b87e93be306a9eadf80ea60d7648f1b6f,Froggy Friends,FROGGY,ERC721,,3.9877805e+17,8944500000000000.0,10.0,,
0x52a0ae79facf56421977b19bf1052fdf8b1c5c16,,,ERC1155,,2.125e+17,1e+17,10.0,,
0xfc778be06c9a58f8f3e5e99216efbb28f750bc98,ETHEREALS,BOOO,ERC721,,2959650000000000.0,795000000000000.0,10.0,,
0xc31085b262b3d57c649f8747e4f083685697176e,Impostors UFO,UFO,ERC721,,3.395070001e+16,100000000.0,10.0,,
0x4764bc088a27f490353e8cf1558ba02fdc418c65,Kolectiv,KOLECTIV,ERC721,,4.06229e+17,2600000000000000.0,10.0,,
0x3b8420eb6ef77bc25025b32d8205cde2683f979e,Moonbears,MB,ERC721,,3.211295e+16,2.02005e+16,10.0,,
0xef9c21e3ba31a74910fc7e7cb3fc814ad842ad6e,Warriors of Aradena,WOA,ERC721,,5713000000000000.0,2070000000000000.0,10.0,,
0xe7df058ee3f091b46ab14b79b8efc5a5e46b275f,The Jims,JIM,ERC721,,4.0650599990000024e+16,3.32e+16,10.0,,
0x34c4eba1966b502dfcf0868b6f271d85cc8a2312,Moon Ape Lab,MAL,ERC721,,2.92549e+16,8500000000000000.0,10.0,,
0x0a252663dbcc0b073063d6420a40319e438cfa59,XEN Torrent,XENT,ERC721,,1006440000000000.0,700000000000000.0,10.0,,
0xfc007068c862e69213dc7aa817063b1803d4e941,MOONDOGS ODYSSEY,WIENERS,ERC721,,6304400000000000.0,2500000000000000.0,10.0,,
0x1eac83297bb95e32f3f881bdd707b3a9304acc08,TreeNFT,TREE,ERC721,,3.73168e+19,2.5658e+19,10.0,,
0x6a47f2e78e6a594e594fd3e318f301e987b60d55,,,ERC1155,,8.823625e+16,6.5e+16,10.0,,
0x7ac66d40d80d2d8d1e45d6b5b10a1c9d1fd69354,Neo Tokyo Outer Item Caches,NTOITEM,ERC721,,2.0437e+17,1e+17,10.0,,
0x71b11ac923c967cd5998f23f6dae0d779a6ac8af,Astro Frens,,ERC1155,,2560000000000000.0,1700000000000000.0,10.0,,
0xe17827609ac34443b3987661f4e037642f6bd9ba,Shellz Orb,SHELLZ,ERC721,,6807400000000000.0,3100000000000000.0,10.0,,
0xf32e1bde889ecf672ffae863721c8f7d280f853b,HappyLand Gummy Bears Official,HLGB,ERC721,,4961678990000000.0,2110000000000000.0,10.0,,
0xa45ef87f51b84dbd0d5b003d288b16d3d044fe6f,Dirtybird Flight Club,DFC,ERC721,,1290000000004000.0,10000.0,10.0,,
0xb5f8ca23320ad5bd6d5263bfa008b4dbeab4f0d2,Metakages,METAKAGES,ERC721,,3460000000000000.0,100000000000000.0,10.0,,
0x06cf70f6f90e0b1f17d19f3cb962a39e505d5b3f,Nouns,NOUN,ERC721,,3.55758e+19,3.31232e+19,4.0,,
0xee29700134aab4f45b113e43e29ff06ce10687b7,Cartoons,TOON,ERC721,,3.515565e+16,1.1256e+16,10.0,,
0x86f7692569914b5060ef39aab99e62ec96a6ed45,Crypts and Caverns,CAVERNS,ERC721,,6077000000000000.0,1800000000000000.0,10.0,,
0x5d2bf3b4264efade95fc89348f1367fca0552861,STARKADE,💫,ERC721,,2554200000000000.0,900000000000000.0,10.0,,
0x004f5683e183908d0f6b688239e3e2d5bbb066ca,Hall Of Fame Goat Lodge,HOFG,ERC721,,3802500000000000.0,3500000000000000.0,10.0,,
0x5181af2c5cd19aaecada5d8a7afb7856b7643aca,Castle Kid,CASTLE KID,ERC721,,6106050000000000.0,1300000000000000.0,10.0,,
0x837b40be9ce60c79b63d1356a5f9fcad721421ec,Crypto Packaged Goods,CPG,ERC1155,,7.028e+16,3.995e+16,10.0,,
0xa17f63bcd85fd3b01c5996da0327f84c6ae86a82,RugBurn,RBN,ERC721,,7570200000000000.0,2808000000000000.0,10.0,,
0x4554c0b38d23450f7a32d58281a2b6e423bb27a6,Kureiji,KJ,ERC721,,711000000000000.0,100000000000000.0,10.0,,
0x00723c39194f7f449be736da0d1c4ec809dde793,YouAreTheChampion,YATC,ERC721,,7.37027e+17,3.5175e+17,10.0,,
0x1fa8da0b63c639a7b53bae343e5761d56f898bac,MurMurCats,MMC,ERC721,,9.736961e+17,6.6e+17,10.0,,
0xfb10b1717c92e9cc2d634080c3c337808408d9e1,MetaHeroCore,HERO,ERC721,,1.4413687e+18,7.29e+17,10.0,,
0xb3b814ccd178de120687a9ad01c6886c56399198,TheWhitelist,ACE,ERC721,,8845919998119000.0,2200000000000000.0,10.0,,
0x0a8d311b99ddaa9ebb45fd606eb0a1533004f26b,ETH GOBBLERS,GOOEY,ERC721,,1.471496e+16,2161800000000000.0,10.0,,
0xd93206bd0062cc054e397ecccdb8436c3fa5700e,Decagon,10GON,ERC721,,2458250000000000.0,2000000000000000.0,10.0,,
0x2a478d7b790346c7c4f19c223d368d1cf41c7a1e,TODAY - Ancient Seed,ANCIENT,ERC721,,6.880204e+17,4.96e+17,10.0,,
0x42a87e04f87a038774fb39c0a61681e7e859937b,Ability Score,SCORE,ERC721,,680000000000000.0,100000000000000.0,10.0,,
0xaabc3aef1ce0d23eeaabfc7c6cd9043fcebf7400,DigiDaigaku Dragon Eggs,DIDDE,ERC721,,2.01264e+16,1.27e+16,10.0,,
0x3cf57cc9cf5263748c6f926ff498ac0c6f95b26e,Leave Me Alone,GRRLZ,ERC721,,1.670615e+16,2004500000000000.0,10.0,,
0x277f448a4d43318ea626fd224b3bf77295387d68,SeizeTheMeebs,STM,ERC1155,,6584200000000000.0,2512500000000000.0,10.0,,
0x9251dec8df720c2adf3b6f46d968107cbbadf4d4,1337 skulls,1337skulls,ERC721,,2.1836e+16,1.21605e+16,10.0,,
0x3146dd9c200421a9c7d7b67bd1b75ba3e2c15310,Moose,MOOSE,ERC721,,8353000000001000.0,10000.0,10.0,,
0x9fff0b1a6e9e9554baf3f8a39b6353fda9c30054,,,ERC1155,,2815900000000000.0,1640000000000000.0,10.0,,
0x5219c2f6f8ed1e76c937ed1269eda2658ba3c721,Club721 Membership,Club721,ERC721,,3890000000000000.0,1000000000000.0,10.0,,
0x0ff55bd2efbef8356298fa2be134919b2b529362,Whiskers,WHISKERS,ERC721,,6725000000000000.0,1150000000000000.0,10.0,,
0x06fd60173bf869b8ce4439e3477223c013bad466,BYOVAPE,BYOVAPE,ERC1155,,2.655365e+16,2400000000000000.0,10.0,,
0xba07cd4712a308be5f117292a07beff94a7fe0cf,Squiggles,SQ,ERC721,,1.54e+16,1e+16,10.0,,
0x49c36afa15c7fdbd57ce3d61d80f39b6615a76ef,Invisible Friends 3D,INVSBLE3D,ERC721,,2.49686e+16,1.78e+16,10.0,,
0x9a64a9611a81ce9c35f5a71a5ea2701c0d305435,Whitelist Ape Club,WAC,ERC721,,8.04652e+18,1000000000000000.0,10.0,,
0x15c2b137e59620552bd0d712fe7279cf1f47468d,Glue Factory Show,GFS,ERC721,,1442000000000000.0,1390000000000000.0,10.0,,
0xe3edd17272c618693757a917e566749a03397165,isoroom,ISOROOM,ERC721,,2100000000000000.0,300000000000000.0,10.0,,
0x138a5c693279b6cd82f48d4bef563251bc15adce,CryptoNinjaPartners,CNP,ERC721,,4.585e+17,4.2e+17,10.0,,
0xce17f8ef13cf67da6eab86e31360102eea8609ff,MadMeerkatBurrow,MMB,ERC721,,6.916e+16,4.99e+16,10.0,,
0x0e3d26a95ecb40778f43f28abe110c17673b89de,DumpsterDorks,Dork,ERC721,,4130550000000000.0,999000000000000.0,10.0,,
0xbbbbfcb29c56a5e0e251164a2554637096155ba9,KPOP CTzen,KCPT1,ERC721,,1.274795e+16,2000000000000000.0,10.0,,
0x350b4cdd07cc5836e30086b993d27983465ec014,Bastard Penguins,BP,ERC721,,2681000000000000.0,1400000000000000.0,10.0,,
0x4dab23c0a529d1caf86f7a902d5340959d170c1e,,,ERC1155,,5.82e+16,5e+16,10.0,,
0xb840ec0db3b9ab7b920710d6fc21a9d206f994aa,CyberHunter,CBH,ERC721,,9100000000000000.0,0.0,10.0,,
0x4becbdf97747413a18c5a2a53321d09198d3a100,OkayBearsYachtClub,OBYC,ERC721,,1.20993e+16,3500000000000000.0,10.0,,
0x743f80dc76f862a27598140196cc610006b2be68,Shabu Town Shibas,STS,ERC721,,9051000000000000.0,100000000000000.0,10.0,,
0x492d7c407d78d170af70ce53578a4ec839da0ebd,SUN SIGNALS,SUNSIGNALS,ERC1155,,1.1841445e+17,9.97965e+16,10.0,,
0x89c3df79aa8a3cbc96caf32f83eba8f1bd3787b9,Genesis Oath,MTNT,ERC1155,,4.2115e+16,2870000000000000.0,10.0,,
0xa98771a46dcb34b34cdad5355718f8a97c8e603e,EulerBeats: Enigma,eBEATS,ERC1155,,4.620615e+17,1.85e+17,10.0,,
0x0326b0688d9869a19388312df6805d1d72aab7bc,Kahiru,KAHIRU,ERC721,,1982000000000000.0,820000000000000.0,10.0,,
0x7eeb9b28833934aa9f79da82d29aebfa29b779f3,GLHF,GLHF,ERC721,,1.0039907e+18,1.01e+17,10.0,,
0xd26e223018bfd1d5230416dafceaef1db0b092da,One Day Moon Way,ODB,ERC721,,140000000000000.0,100000000000000.0,10.0,,
0xa3f226d6633ca531c1f8e26cfbf724b1eee9202e,,,ERC1155,,1.4461593e+17,4.0885e+16,10.0,,
0x8056ad118916db0feef1c8b82744fa37e5d57cc0,krazykoalas,KZK,ERC721,,2439000000000000.0,500000000000000.0,10.0,,
0xd04ff5e94340a2e1d913c3728a12b210c5d5bb2d,OPEN EDITION BY KEVIN ABOSCH,OEKA,ERC721,,2.0114e+16,7386000000000000.0,10.0,,
0x65cc7530e8c6f5a51257f7b7586361c4a22cec93,Bad Face Bots,BFBS,ERC721,,3423000000000000.0,100000000000000.0,10.0,,
0x48c58b8496642bc4c860c7efc13813b73aa674f7,Super Shiba Club,SSC,ERC721,,3842200000000000.0,1000000000000000.0,10.0,,
0x495b01c1bc3b9203fde4362d9913c692fb661f3f,Quantum,QUANTUM,ERC721,,2.1273100000001e+16,10000.0,10.0,,
0x3eaca86be9ceeadc14c1932753aeec0d83a372a6,Emotes by Heart You,EMOTES,ERC721,,5.111605e+16,1.5075e+16,10.0,,
0xd49eccf40689095ad9e8334d8407f037e2cf5e42,The Evolving Forest,EF,ERC721,,2.057812300001e+16,100000.0,10.0,,
0x5e65a5e8c4096572d3f8b545af9dc9f1b53db9a4,The Lab: Scientists,LAB,ERC721,,1.2690999e+19,9.32e+18,10.0,,
0x745fc083f4336a4151c76de9f598e0f67991c3fa,mems,MEMS,ERC721,,4896100000000000.0,2010000000000000.0,10.0,,
0x8eaa9ae1ac89b1c8c8a8104d08c045f78aadb42d,Tableland Rigs,RIG,ERC721,,3.3220139e+16,2.2311e+16,10.0,,
0xc9154424b823b10579895ccbe442d41b9abd96ed,Rarible,RARI,ERC721,,1.02110000445e+16,445000000.0,10.0,,
0x344b5b42dfd55622692b15d530e88222d29527d7,RPDP,RPD,ERC721,,5.47e+16,4.5e+16,10.0,,
0x9930929903f9c6c83d9e7c70d058d03c376a8337,RTFKT Creators,RTFKT,ERC1155,,6.4024375e+17,5e+16,10.0,,
